app_id,reviewId,userName,score,at,content,thumbsUpCount,replyContent,repliedAt,scraped_at
com.tokopedia.tkpd,5350689e-3161-4064-b2bc-be5ae4f2d45c,akhmal prakoso,5,2026-04-19 19:12:30,perdana pake paylater semoga bisa membantu saya dlm membeli produk,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,b2dba2d6-dfc6-45c1-9ac8-1498e0edcad0,Fatkhul Huda,2,2026-04-19 18:56:04,loding putar putar terus semakin hari semakin ngga jelas.,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,13c020fa-d7fc-4a69-9a86-c0cde1848ead,DJOEPAR Cool,3,2026-04-19 18:44:15,bagus sih tapi lebih bagus si toko Oren karena banyak promo gratis ongkir.. di Tokopedia gw selalu gk jadi beli karena liat ongkirnya mahal terus pindah ke si Oren karena banyak promo gratis ongkir... perbanyak promo gratis ongkir dong,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,3aaa3533-f339-4ca3-9562-3a596297f8cf,nurul autonet.,1,2026-04-19 18:29:55,Aplikasi yg CS nya Payah!!! Slow Respon & bahkan tidak ada respon sama sekali. Saya sudah bertahun tahun menggunakan tokped sebagai pilihan utama dalam belanja online. Tapi untuk kali ini benar2 kecewa dan tdk akan menggunakan tokped lagi !!. Pelayanan sangat Buruk !!!,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,5bd0a9d0-fad7-43a5-8ee8-4e5dcac7df77,budi elmujahid,1,2026-04-19 18:24:49,"Penarikan saldo tokopedia, eh kena proses review (hold) . Padahal lagi butuh banget dananya. Aplikasi lain gak seribet tokopedia... Paaayaaah",0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,161ece71-f1fb-4489-8754-c276937f796d,Jalak Putih,5,2026-04-19 18:17:17,Ok' 👍,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,729d4bb7-fb5b-49fc-8e04-c4753d55142c,Palz Alfrziii__,1,2026-04-19 17:06:06,tll apk nyaa ajigg gabisa mesenn gajelass tll hapus aja ga guna,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,0e1d8388-b267-4f64-a37b-fb57a41c23e4,Pramita Cory,1,2026-04-19 16:49:15,ada promo tapi dipakai tulisannya tidak berlaku lanjutka tanpa promo. trus buat apa ditampilin itu promo?,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,3ba111ff-5f95-4531-b0ad-b242c22859aa,kevin sng,1,2026-04-19 16:47:59,"gw beli paket mahal mahal status dh nyampe malah g ada?, aneh",0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,cc63462d-2805-42a8-af96-85e32b4aac0b,Xenia Mobil,4,2026-04-19 16:35:36,mantap,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,937507eb-b105-4a60-801b-6e8478cf8a05,Nanda Delia,1,2026-04-19 16:34:10,mending beli di shopee disini promonya tiba2 hilang waktu pesan,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,b3233ece-f525-4f4e-b9d9-c3eb65ed04c1,aan libra,1,2026-04-19 14:58:24,saya kasih bintang 1 kecewa banget order hp tidak bisa chat Ama penjual plus pengiriman lama banget tidak ada nya fitur lokasi penjual mempersulit pembeli harga ongkir nya mahal kalah jauh Ama shoope Al hasil saya cancel semua,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,62d2e560-bb94-4bdc-a3a9-fd9d2dd85d5e,Nay Puspa,1,2026-04-19 14:56:59,"pesan pertama ga dikirim, pesan lagi promonya ga berlaku. aplikasi apa ini",0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,e7a4a29c-55fc-4a07-aafd-99eff49977eb,Cindy Cesilia,1,2026-04-19 14:06:52,kok bisa promo tidak berlaku??? kapan hari bisa. banyak bug ini aplikasi,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,ae070be2-4a29-4b29-8c8e-2909c6ddfe19,Dedy human,1,2026-04-19 13:47:34,"di hp VIVO Z1 PRO.. setelah di UPDATE malah tidak bisa belanja.. alasan nya wilayah kecamatan,,kabupaten,,kota,,provinsi tidak terdeteksi.. mohon segera diperbaiki 🙏🙏",0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,60d9f120-0d7d-44d3-bc52-df84d163896f,Wisnu Hidayat,5,2026-04-19 13:16:00,Toko pedia udah malas belanja bokap gue marah karena kasih kasih kado untuk nikah sepupu,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,c03705e9-6f9d-4d22-a496-c1ccbc5d2c96,Arya Suwanda,1,2026-04-19 12:55:39,"mana vocher plus yang 5000 nya, udah berlangganan kok gak ada",0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,40c56a43-b73a-4d7b-bc75-b406c04e89b8,paryati puji,1,2026-04-19 12:40:40,"mls bgt kl mw co metode pmbyrnnya lgsg ngarah ke bank, jd klo g sengaja kpnct co ssh di batalin, ditmbh lagi voucer diskon pngguna baru ny ilg, gliran maw co lg di hp stunya (udh dapet hrga murah) mlh sm seller nya ga dikirim, hangus smua voucer pengguna bru ku",0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,64c8488c-c2a3-47b5-b444-14db8fb13b0e,Windy Mulana,2,2026-04-19 12:20:21,murahan d shope pada murah 👎,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,d1b6a6d6-b993-41f5-a6fd-997db6ca8a3b,Koinox,4,2026-04-19 11:53:05,"ada notif ""Halo tolong balas pesan saya"" padahal gk ada orang yang ngechat",0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,b82845f1-185d-4fe5-b96f-c87b3e405688,Mumuh Muhtadin,4,2026-04-19 11:48:07,bagus sih cuman aneh awal nya dapet diskon nih pas mau cekaut hilang promonya pdahal masih lama promonya aneh,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,c65d01d4-a2c6-4a87-ac3a-011357ed2464,Dhoni Garnex987,5,2026-04-19 11:43:25,bagus,0,,,2026-04-20 20:04:16
com.tokopedia.tkpd,46bf03e3-7b44-47b2-ac3f-9eb85df44a72,Baby Sari,5,2026-04-19 10:37:46,jadikan aktor Teng Lin sebagai Brand Ambassador kalian dong.. please,5,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi.Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2025-03-20 16:00:09,2026-04-20 20:04:16
com.tokopedia.tkpd,256b24e5-ee6d-42f5-9c67-de2495cdaba6,Reza Code,1,2026-04-19 10:28:14,makin lama makin rusak ini app. buka chat aja cuman loading,1,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2025-04-21 23:27:02,2026-04-20 20:04:16
com.tokopedia.tkpd,2256b9e5-b5c8-4dce-9978-e8c1bdda95a7,yori Fernando,5,2026-04-19 09:29:44,mksh toped,0,,,2026-04-20 20:04:16
